date,symbol,open,high,low,close,volume,ticker,log_returns,abs_returns,pct_change,Error_Type
2001-05-15 10:00:00,EGX:CIEB,0.08123033,0.08125834,0.08123033,0.08125834,600132.95380085,CIEB,,,,Missing Values (NaN)
2001-05-16 10:00:00,EGX:ORHD,0.39872455,0.39872455,0.38076398,0.39656928,105856.91420598,ORHD,1.5739060587446532,1.5739060587446532,,Missing Values (NaN)
2001-06-28 10:00:00,EGX:DOMT,100.0,100.0,100.0,100.0,1000.0,DOMT,5.446693113445719,5.446693113445719,,Missing Values (NaN)
2001-07-31 10:00:00,EGX:CIRA,6.97652217,6.97652217,6.97652217,6.97652217,1014.45244842,CIRA,4.201051473269006,4.201051473269006,,Missing Values (NaN)
2004-03-28 10:00:00,EGX:EAST,0.66899867,0.66899867,0.66073943,0.66106981,101704.23851802,EAST,0.007820860627369303,0.007820860627369303,,Missing Values (NaN)
2004-05-12 10:00:00,EGX:EGAL,6.01211809,6.41696651,6.01211809,6.33939079,3275.25156632,EGAL,2.212388234518317,2.212388234518317,,Missing Values (NaN)
2005-02-06 10:00:00,EGX:HELI,0.14999976,0.14999976,0.14003682,0.14162941,5955669.42651966,HELI,-3.987621154840016,3.987621154840016,,Missing Values (NaN)
2005-02-22 10:00:00,EGX:ABUK,3.27272434,3.28726986,3.27272434,3.27381521,230862.70667015,ABUK,0.4275085507899801,0.4275085507899801,,Missing Values (NaN)
2005-03-15 10:00:00,EGX:SUGR,7.28392843,7.28392843,7.28392843,7.28392843,6785.48697855,SUGR,0.3404225671014114,0.3404225671014114,,Missing Values (NaN)
2005-03-22 10:00:00,EGX:ADIB,1.19469324,1.22053997,1.19469324,1.19900103,10801.36690527,ADIB,-1.156664356153793,1.156664356153793,,Missing Values (NaN)
2005-04-26 10:00:00,EGX:MTIE,2.09715167,2.09715167,2.09715167,2.09715167,732994.19662543,MTIE,2.498906355654879,2.498906355654879,,Missing Values (NaN)
2005-05-26 10:00:00,EGX:EXPA,1.57322706,1.57606362,1.57322706,1.57464534,14642.10349709,EXPA,0.0167268652078928,0.0167268652078928,,Missing Values (NaN)
2005-05-26 10:00:00,EGX:ORWE,5.19198623,5.25941462,5.19198623,5.22098044,195362.80621349,ORWE,0.4930552485074967,0.4930552485074967,,Missing Values (NaN)
2005-06-08 10:00:00,EGX:MASR,0.382132,0.382538,0.382132,0.382132,4907895.0,MASR,0.8176237773607956,0.8176237773607956,,Missing Values (NaN)
2005-06-15 10:00:00,EGX:EFIC,10.65512447,10.65512447,10.39654305,10.47060916,6156.66200706,EFIC,1.8466772044662472,1.8466772044662472,,Missing Values (NaN)
2005-06-20 10:00:00,EGX:HRHO,2.92072919,3.06590653,2.92072919,3.02639087,16781236.72446415,HRHO,2.760917016077958,2.760917016077958,,Missing Values (NaN)
2005-09-29 10:00:00,EGX:AMOC,5.06666157,6.05999403,5.06666157,5.74532755,58429888.81639658,AMOC,1.3096135988972222,1.3096135988972222,,Missing Values (NaN)
2005-12-08 10:00:00,EGX:ETEL,10.0,10.0,10.0,10.0,17070716.0,ETEL,-0.3594947271107621,0.3594947271107621,,Missing Values (NaN)
2006-05-28 10:00:00,EGX:SWDY,2.31307323,2.32652133,2.19849537,2.31145952,5909161.80039081,SWDY,-1.8926812900004568,1.8926812900004568,,Missing Values (NaN)
2007-11-27 10:00:00,EGX:TMGH,9.7561,9.7561,9.7561,9.7561,157148747.96281302,TMGH,0.43246175239970125,0.43246175239970125,,Missing Values (NaN)
2008-03-06 10:00:00,EGX:PHDC,0.74489682,0.74489682,0.74489682,0.74489682,108429782.4316619,PHDC,-1.7478098096879455,1.7478098096879455,,Missing Values (NaN)
2008-09-10 10:00:00,EGX:BTFH,0.18593723,0.18593723,0.18593723,0.18593723,369043149.3642307,BTFH,-3.3310037551617278,3.3310037551617278,,Missing Values (NaN)
2009-12-06 10:00:00,EGX:CCAP,13.85,13.9,12.78,13.38,19534606.0,CCAP,1.649337492138537,1.649337492138537,,Missing Values (NaN)
2010-06-09 10:00:00,EGX:JUFO,0.6,0.6,0.6,0.6,271188946.6666667,JUFO,-2.5428803636650996,2.5428803636650996,,Missing Values (NaN)
2016-02-21 00:00:00,EGX:COMI,11.292324765474293,11.622509802201108,11.299276011908727,11.493911743164062,2216010.0,COMI,0.9114227764487686,0.9114227764487686,,Missing Values (NaN)
2016-02-21 00:00:00,EGX:ESRS,5.619771815173683,5.742512845165672,5.611004837632788,5.681142330169678,1230538.0,ESRS,-0.7046651545636667,0.7046651545636667,,Missing Values (NaN)
2016-09-07 10:00:00,EGX:MFPC,3.83393263,3.99451185,2.87684727,3.17084342,2183533.39131366,MFPC,-0.15141120360250143,0.15141120360250143,,Missing Values (NaN)
2017-12-11 10:00:00,EGX:ISPH,3.7389491,3.7389491,3.7389491,3.7389491,0.0,ISPH,-1.0293901974052004,1.0293901974052004,,Missing Values (NaN)
2019-08-08 10:00:00,EGX:FWRY,1.46528173,2.11172955,1.46528173,1.9234658,205053709.1844009,FWRY,-0.3775099784969169,0.3775099784969169,,Missing Values (NaN)
2021-09-19 00:00:00,EGX:EKHOA,18.33200858922548,21.992426216702267,17.454307125118785,17.94302749633789,1234716.0,EKHOA,-0.4243227159484004,0.4243227159484004,,Missing Values (NaN)
